start,end,precip,p5max,p10max,p15max,p30max,p60max,ei,duration,intensity,sm,runoff,rc,farm
4/26/12 11:25,4/26/12 12:17,0.22,0.65,0.43,0.36,0.3,-9,0.52,0.87,0.25,39,0,0.006530762,S
5/1/14 18:49,5/1/14 20:30,0.45,3.12,1.776,1.404,0.8,0.432,3.378,1.68,0.27,39.1,0,0,S
5/14/14 1:10,5/14/14 9:49,0.52,0.324,0.27,0.252,0.2,0.171,0.933,8.65,0.06,39.5,0.04,0.071551671,S
6/12/14 6:19,6/12/14 8:25,0.72,1.68,1.32,1.08,0.7,0.48,5.026,2.1,0.34,39.5,0.01,0.008213774,S
6/13/12 13:32,6/14/12 2:51,2.91,3.816,2.826,1.992,1.4,0.926,39.75,13.32,0.22,40,2.35,0.807708869,S
5/1/13 9:08,5/1/13 12:50,0.19,0.43,0.38,0.32,0.2,0.13,0.37,3.7,0.05,40.2,0,0,S
6/9/12 18:23,6/10/12 1:14,1.24,1.68,1.446,1.296,1.1,0.734,11.966,6.85,0.18,40.4,0.54,0.436790665,S
6/16/14 10:32,6/16/14 11:37,0.29,1.944,1.188,0.864,0.5,0.279,1.46,1.08,0.27,40.8,0,0,S
8/21/11 21:58,8/22/11 1:36,0.16,0.216,0.162,0.18,0.1,0.099,0.169,3.63,0.04,40.8,0,0,S
6/22/14 21:48,6/23/14 0:11,0.21,0.324,0.216,0.18,0.1,0.117,0.247,2.38,0.09,41.4,0,0,S
5/16/11 10:36,5/16/11 13:20,0.32,0.432,0.324,0.324,0.3,0.252,0.724,2.73,0.12,41.5,0,0,S
5/16/11 15:35,5/16/11 21:19,0.5,0.864,0.594,0.468,0.3,0.279,1.419,5.73,0.09,41.6,0,0,S
6/24/14 4:52,6/24/14 6:44,0.29,0.324,0.27,0.252,0.2,0.207,0.558,1.87,0.15,41.8,0,0,S
8/1/14 3:13,8/1/14 10:05,0.33,0.864,0.648,0.54,0.4,0.207,1.082,6.87,0.05,41.9,0,0,S
4/11/12 11:43,4/12/12 3:04,0.97,0.43,0.27,0.25,0.2,0.16,1.74,15.35,0.06,42.4,0.37,0.375997129,S
8/23/11 3:23,8/23/11 6:19,0.11,0.216,0.162,0.18,0.1,0.09,0.113,2.93,0.04,42.8,0,0,S
4/8/14 16:00,4/8/14 17:53,0.14,0.324,0.324,0.252,0.2,0.117,0.201,1.88,0.07,43,0,0,S
7/21/14 19:59,7/21/14 21:01,0.7,4.44,3.072,2.42,1.3,0.686,9.314,1.03,0.67,43.1,0,0.003968084,S
7/19/14 9:44,7/19/14 10:30,0.17,0.876,0.6,0.472,0.3,-9,0.409,0.77,0.22,43.1,0,0,S
6/28/14 2:35,6/28/14 6:03,0.43,1.08,0.978,0.976,0.6,0.334,2.269,3.47,0.12,43.2,0,0.010843586,S
6/16/14 14:24,6/16/14 21:25,0.48,0.432,0.324,0.252,0.2,0.144,0.785,7.02,0.07,43.3,0.27,0.563008334,S
8/25/11 15:31,8/25/11 16:08,0.2,1.56,1.05,0.7,0.4,-9,0.725,0.62,0.33,43.5,0,0,S
4/9/14 8:17,4/9/14 12:25,0.14,0.108,0.108,0.108,0.1,0.081,0.107,4.13,0.03,43.7,0.02,0.117459596,S
6/24/14 20:52,6/24/14 21:22,0.7,4.62,3.588,2.536,1.4,-9,10.002,0.5,1.39,43.8,0.01,0.018265008,S
4/26/12 17:35,4/26/12 22:27,1.08,2.56,1.39,1.11,0.9,0.7,8.77,4.87,0.22,44.1,0.36,0.330124794,S
7/21/12 3:57,7/21/12 5:48,0.37,1.932,1.398,1.04,0.6,0.341,1.959,1.85,0.2,44.5,0,0.004027309,S
7/20/12 23:38,7/21/12 1:10,0.13,0.216,0.216,0.18,0.2,0.117,0.169,1.53,0.08,44.5,0,0,S
6/12/14 12:14,6/12/14 14:10,0.1,0.96,0.54,0.36,0.2,0.09,0.185,1.93,0.05,44.6,0,0,S
7/23/14 9:26,7/23/14 17:00,1.72,2.58,2.19,1.8,1.4,0.982,21.38,7.57,0.23,44.9,0.81,0.472754856,S
4/26/13 21:19,4/27/13 9:56,1.14,0.32,0.32,0.32,0.3,0.25,2.72,12.62,0.09,47,0.26,0.22392803,S
4/27/13 14:52,4/27/13 16:28,0.1,0.54,0.38,0.29,0.1,0.09,0.12,1.6,0.06,48.1,0,0.012962685,S
7/25/14 3:11,7/25/14 6:27,0.46,1.56,0.888,0.664,0.4,0.211,1.415,3.27,0.14,51.4,0.06,0.138189237,S
9/20/09 4:40,9/20/09 7:41,1.75,4.45,3.07,2.73,1.6,1.12,28.43,3.02,0.58,14,0,0,R
11/6/09 14:27,11/7/09 6:38,0.95,0.43,0.38,0.36,0.3,0.28,2.56,16.18,0.06,14.8,0,0,R
11/16/09 12:32,11/16/09 17:20,0.4,0.32,0.27,0.25,0.2,0.15,0.65,4.8,0.08,14.8,0,0,R
11/15/09 16:33,11/15/09 20:52,0.1,0.11,0.05,0.07,0.1,0.04,0.04,4.32,0.02,14.8,0,0,R
7/5/09 2:27,7/5/09 3:48,0.15,0.88,0.76,0.58,0.3,0.15,0.39,1.35,0.11,14.9,0,0,R
6/26/09 20:15,6/27/09 0:00,1,3.05,2.73,2,1.1,0.69,10.62,3.75,0.27,15.1,0,0,R
8/12/09 22:27,8/12/09 23:31,0.68,3.82,3.62,2.63,1.3,0.68,9.5,1.07,0.64,15.3,0,0,R
8/10/09 22:53,8/11/09 0:17,0.3,1.1,0.88,0.69,0.4,0.26,1.13,1.4,0.21,15.3,0,0,R
7/21/09 9:36,7/21/09 10:53,0.17,0.43,0.38,0.25,0.1,0.13,0.2,1.28,0.13,15.3,0,0,R
7/24/09 7:02,7/24/09 11:09,1.47,2.41,2.05,1.96,1.3,0.75,18.14,4.12,0.36,15.4,0,0,R
8/19/09 6:14,8/19/09 9:53,0.95,4.8,3.19,2.31,1.3,0.75,12.1,3.65,0.26,15.9,0,0,R
6/5/09 23:52,6/6/09 3:45,1.02,4.06,2.75,2.05,1.2,0.89,12.05,3.88,0.26,16.1,0,0,R
6/12/09 19:33,6/12/09 22:06,1.37,3.78,2.92,2.32,2.1,1.28,28.74,2.55,0.54,16.2,0.04,0.032,R
6/11/09 20:16,6/11/09 22:20,0.15,1.08,0.65,0.43,0.3,0.13,0.35,2.07,0.07,16.2,0,0,R
6/19/11 14:26,6/19/11 17:35,0.14,0.76,0.54,0.36,0.2,0.09,0.22,3.15,0.05,16.5,0,0,R
6/19/11 20:23,6/19/11 21:56,0.28,1.57,1.16,0.92,0.5,0.27,1.26,1.55,0.18,16.6,0,0,R
6/22/11 6:41,6/22/11 9:34,0.27,1,0.66,0.55,0.3,0.25,0.81,2.88,0.09,16.6,0,0,R
6/22/11 19:35,6/22/11 22:18,1.21,4.7,4.31,3.48,1.9,1.08,23.22,2.72,0.45,16.7,0,0,R
7/4/11 21:21,7/4/11 23:17,2.63,6.36,4.94,4.06,3.9,2.54,68.47,1.93,1.36,16.9,0.11,0.043,R
10/20/08 0:43,10/20/08 3:37,0.13,0.12,0.11,0.11,0.1,0.06,0.08,2.9,0.04,16.9,0,0,R
6/2/11 14:22,6/2/11 17:22,0.7,2.94,1.79,1.3,0.9,0.55,5.9,3,0.23,17.1,0,0,R
9/4/10 14:41,9/4/10 18:21,0.67,1.92,1.51,1.22,0.9,0.5,5.18,3.67,0.18,17.3,0,0,R
10/8/08 22:48,10/9/08 2:46,0.46,0.78,0.56,0.48,0.4,0.3,1.57,3.97,0.12,17.3,0,0,R
10/23/08 15:30,10/23/08 17:18,0.23,0.44,0.34,0.3,0.2,0.18,0.46,1.8,0.13,17.3,0,0,R
10/14/08 10:16,10/14/08 12:53,0.16,0.32,0.22,0.18,0.1,0.1,0.17,2.62,0.06,17.4,0,0,R
8/26/10 4:57,8/26/10 5:54,0.39,2.64,1.82,1.29,0.7,0.39,2.76,0.95,0.41,17.5,0,0,R
5/27/11 16:49,5/27/11 18:37,0.21,0.43,0.38,0.29,0.2,0.12,0.32,1.8,0.12,17.7,0,0,R
10/2/08 12:00,10/2/08 21:20,0.38,0.44,0.33,0.22,0.2,0.1,0.52,9.33,0.04,17.7,0,0,R
9/25/09 12:00,9/25/09 16:35,0.93,1.48,0.99,0.88,0.6,0.51,5.21,4.58,0.2,17.8,0,0,R
6/3/11 6:12,6/3/11 10:19,0.4,1.44,0.99,0.73,0.5,0.31,1.6,4.12,0.1,17.8,0,0,R
8/18/10 9:18,8/18/10 15:16,0.35,1,0.71,0.58,0.4,0.23,1.1,5.97,0.06,17.9,0,0,R
8/29/10 8:04,8/29/10 13:52,0.26,0.65,0.49,0.36,0.2,0.13,0.43,5.8,0.04,18,0,0,R
6/7/11 12:33,6/7/11 15:10,0.14,0.22,0.16,0.14,0.1,0.09,0.13,2.62,0.06,18.2,0,0,R
10/23/08 21:00,10/24/08 6:40,0.76,0.9,0.45,0.34,0.2,0.2,1.43,9.67,0.08,18.3,0,0,R
6/8/13 23:39,6/9/13 2:35,1.2,4.04,3.4,2.91,1.8,1.19,21.5,2.93,0.41,18.4,0,0,R
6/5/11 23:29,6/6/11 0:04,0.14,0.65,0.43,0.32,0.3,0.14,0.31,0.58,0.25,18.6,0,0,R
9/16/08 13:09,9/16/08 15:24,0.61,2.46,1.4,1.08,0.6,0.43,3.42,2.25,0.27,18.7,0,0,R
7/10/10 19:25,7/10/10 20:33,0.34,1.44,1.21,0.99,0.6,0.33,1.83,1.13,0.3,18.7,0,0,R
6/2/13 1:53,6/2/13 4:52,0.23,1.56,1.1,0.74,0.4,0.2,0.78,2.98,0.08,18.7,0,0,R
7/12/10 3:55,7/12/10 13:09,1.35,1.09,0.98,0.87,0.7,0.46,8.09,9.23,0.15,18.8,0,0,R
9/5/12 1:53,9/5/12 17:59,1.32,0.76,0.7,0.65,0.5,0.39,5.74,16.1,0.08,18.9,0,0,R
8/14/10 18:56,8/14/10 22:18,0.1,0.11,0.11,0.11,0.1,0.05,0.06,3.37,0.03,18.9,0,0,R
9/5/10 12:33,9/5/10 16:30,0.6,0.76,0.59,0.58,0.5,0.35,2.36,3.95,0.15,19,0,0,R
8/7/10 5:16,8/7/10 10:32,0.94,1.33,0.99,0.8,0.7,0.55,6.15,5.27,0.18,19.1,0,0,R
8/25/08 17:54,8/25/08 18:58,0.27,1.86,1.15,0.76,0.4,0.25,1.1,1.07,0.25,19.5,0,0,R
8/29/12 4:06,8/29/12 7:32,0.14,0.22,0.16,0.14,0.1,0.07,0.13,3.43,0.04,19.5,0,0,R
8/27/08 23:12,8/28/08 0:06,0.53,3.31,2.22,1.59,1,0.53,5.04,0.9,0.58,19.9,0,0,R
9/12/12 5:47,9/12/12 9:21,0.46,1.21,0.89,0.92,0.6,0.32,2.41,3.57,0.13,19.9,0,0,R
5/27/13 20:43,5/28/13 6:14,0.55,0.43,0.32,0.29,0.2,0.15,0.82,9.52,0.06,20.2,0,0,R
9/26/09 10:34,9/26/09 11:57,0.42,0.88,0.71,0.69,0.5,0.39,1.94,1.38,0.3,20.3,0,0,R
7/26/09 19:08,7/26/09 19:59,0.23,1.37,0.95,0.74,0.4,0.23,0.91,0.85,0.27,20.4,0,0,R
9/9/12 8:36,9/9/12 14:51,0.29,0.22,0.16,0.14,0.1,0.09,0.3,6.25,0.05,20.4,0,0,R
7/4/10 4:14,7/4/10 6:14,0.23,0.43,0.38,0.36,0.3,0.19,0.5,2,0.11,20.5,0,0,R
8/17/08 18:32,8/17/08 22:18,0.18,0.67,0.55,0.44,0.3,0.13,0.4,3.77,0.05,20.6,0,0,R
5/26/13 22:34,5/26/13 22:47,0.1,0.65,0.49,-9,0.2,-9,-9,0.22,0.46,20.6,0,0,R
6/10/10 21:11,6/11/10 6:14,1.47,1.32,0.88,0.84,0.7,0.52,9.38,9.05,0.16,20.7,0,0,R
8/5/11 22:25,8/6/11 3:33,0.32,0.43,0.32,0.25,0.2,0.11,0.43,5.13,0.06,20.8,0,0,R
7/21/10 2:06,7/21/10 9:17,1.18,0.86,0.81,0.79,0.7,0.59,7.15,7.18,0.16,20.9,0,0,R
9/13/12 18:22,9/14/12 10:20,1.52,1.2,0.87,0.72,0.5,0.47,6.44,15.97,0.1,21,0,0,R
10/17/10 22:34,10/18/10 6:34,0.35,0.32,0.27,0.25,0.2,0.14,0.58,8,0.04,21.1,0,0,R
9/11/10 1:54,9/11/10 21:22,1.13,0.54,0.32,0.29,0.3,0.24,2.37,19.47,0.06,21.2,0,0,R
7/18/11 4:25,7/18/11 6:41,1.13,3.14,2.53,2.21,1.4,1.03,15.26,2.27,0.5,21.3,0,0,R
8/7/11 18:58,8/7/11 20:55,0.19,1.1,0.66,0.44,0.2,0.16,0.41,1.95,0.1,21.3,0,0,R
7/26/09 23:26,7/27/09 2:42,0.18,0.22,0.16,0.14,0.1,0.1,0.16,3.27,0.06,21.3,0,0,R
8/14/12 13:45,8/14/12 13:52,0.15,1.69,-9,-9,0.3,-9,-9,0.12,1.29,21.4,0,0,R
